country,date,cases
Chad,2020-09-01,884.0
Chad,2020-10-01,1067.0
Chad,2020-11-01,1324.0
Chad,2020-12-01,1532.0
Chad,2021-01-01,1704.0
Chad,2021-02-01,2470.0
Chad,2021-03-01,3480.0
Chad,2021-04-01,4149.0
Chad,2021-05-01,4430.0
Chad,2021-06-01,4747.0
Chad,2021-07-01,4769.0
Chile,2020-02-01,0.0
Chile,2020-03-01,0.0
Chile,2020-04-01,234.0
Chile,2020-05-01,9018.0
Chile,2020-06-01,44946.0
Chile,2020-07-01,245443.0
Chile,2020-08-01,330507.0
Chile,2020-09-01,385790.0
Chile,2020-10-01,438148.0
Chile,2020-11-01,488166.0
Chile,2020-12-01,528034.0
Chile,2021-01-01,579203.0
Chile,2021-02-01,686374.0
Chile,2021-03-01,784213.0
Chile,2021-04-01,936721.0
Chile,2021-05-01,1136197.0
Chile,2021-06-01,1315860.0
Chile,2021-07-01,1502411.0
China,2020-02-01,275.0
China,2020-03-01,42162.0
China,2020-04-01,76405.0
China,2020-05-01,78573.0
China,2020-06-01,79398.0
China,2020-07-01,79650.0
China,2020-08-01,80907.0
China,2020-09-01,84652.0
China,2020-10-01,85479.0
China,2020-11-01,86162.0
China,2020-12-01,87051.0
China,2021-01-01,90031.0
China,2021-02-01,92891.0
China,2021-03-01,95681.0
China,2021-04-01,96558.0
China,2021-05-01,97206.0
China,2021-06-01,97788.0
China,2021-07-01,98420.0
Colombia,2020-02-01,0.0
Colombia,2020-03-01,0.0
Colombia,2020-04-01,39.0
Colombia,2020-05-01,1551.0
Colombia,2020-06-01,8384.0
Colombia,2020-07-01,42143.0
Colombia,2020-08-01,160708.0
Colombia,2020-09-01,469552.0
Colombia,2020-10-01,751691.0
Colombia,2020-11-01,977804.0
Colombia,2020-12-01,1217647.0
Colombia,2021-01-01,1520548.0
Colombia,2021-02-01,1954674.0
Colombia,2021-03-01,2151633.0
Colombia,2021-04-01,2292803.0
Colombia,2021-05-01,2686399.0
Colombia,2021-06-01,3193406.0
Colombia,2021-07-01,3964074.0
Comoros,2020-02-01,0.0
Comoros,2020-03-01,0.0
Comoros,2020-04-01,0.0
Comoros,2020-05-01,0.0
Comoros,2020-06-01,26.0
Comoros,2020-07-01,200.0
Comoros,2020-08-01,330.0
Comoros,2020-09-01,410.0
Comoros,2020-10-01,466.0
Comoros,2020-11-01,498.0
Comoros,2020-12-01,586.0
Comoros,2021-01-01,705.0
Comoros,2021-02-01,1834.0
Comoros,2021-03-01,3331.0
Comoros,2021-04-01,3536.0
Comoros,2021-05-01,3674.0
Comoros,2021-06-01,3719.0
Comoros,2021-07-01,3765.0
Congo (Brazzaville),2020-02-01,0.0
Congo (Brazzaville),2020-03-01,0.0
Congo (Brazzaville),2020-04-01,0.0
Congo (Brazzaville),2020-05-01,25.0
Congo (Brazzaville),2020-06-01,179.0
Congo (Brazzaville),2020-07-01,486.0
Congo (Brazzaville),2020-08-01,829.0
Congo (Brazzaville),2020-09-01,1742.0
Congo (Brazzaville),2020-10-01,3887.0
Congo (Brazzaville),2020-11-01,3887.0
Congo (Brazzaville),2020-12-01,4988.0
Congo (Brazzaville),2021-01-01,5846.0
Congo (Brazzaville),2021-02-01,5846.0
Congo (Brazzaville),2021-03-01,7019.0
Congo (Brazzaville),2021-04-01,8208.0
Congo (Brazzaville),2021-05-01,8208.0
Congo (Brazzaville),2021-06-01,10591.0
Congo (Brazzaville),2021-07-01,11211.0
Congo (Kinshasa),2020-02-01,0.0
Congo (Kinshasa),2020-03-01,0.0
Congo (Kinshasa),2020-04-01,3.0
Congo (Kinshasa),2020-05-01,75.0
Congo (Kinshasa),2020-06-01,454.0
Congo (Kinshasa),2020-07-01,1785.0
Congo (Kinshasa),2020-08-01,7030.0
Congo (Kinshasa),2020-09-01,9322.0
Congo (Kinshasa),2020-10-01,10165.0
Congo (Kinshasa),2020-11-01,10768.0
Congo (Kinshasa),2020-12-01,11663.0
Congo (Kinshasa),2021-01-01,14701.0
Congo (Kinshasa),2021-02-01,15033.0
Congo (Kinshasa),2021-03-01,18951.0
Congo (Kinshasa),2021-04-01,25508.0
Congo (Kinshasa),2021-05-01,26250.0
Congo (Kinshasa),2021-06-01,27665.0
Congo (Kinshasa),2021-07-01,28422.0
Costa Rica,2020-02-01,0.0
Costa Rica,2020-03-01,0.0
Costa Rica,2020-04-01,4.0
Costa Rica,2020-05-01,355.0
Costa Rica,2020-06-01,676.0
Costa Rica,2020-07-01,1516.0
Costa Rica,2020-08-01,4531.0
Costa Rica,2020-09-01,16270.0
Costa Rica,2020-10-01,39843.0
Costa Rica,2020-11-01,66719.0
Costa Rica,2020-12-01,87721.0
Costa Rica,2021-01-01,131923.0
Costa Rica,2021-02-01,153063.0
Costa Rica,2021-03-01,181851.0
Costa Rica,2021-04-01,192699.0
Costa Rica,2021-05-01,203009.0
Costa Rica,2021-06-01,244582.0
Costa Rica,2021-07-01,294872.0
Cote d'Ivoire,2020-02-01,0.0
Cote d'Ivoire,2020-03-01,0.0
Cote d'Ivoire,2020-04-01,9.0
Cote d'Ivoire,2020-05-01,597.0
Cote d'Ivoire,2020-06-01,1467.0
Cote d'Ivoire,2020-07-01,4381.0
Cote d'Ivoire,2020-08-01,11750.0
Cote d'Ivoire,2020-09-01,16814.0
Cote d'Ivoire,2020-10-01,19320.0
Cote d'Ivoire,2020-11-01,20365.0
Cote d'Ivoire,2020-12-01,20981.0
Cote d'Ivoire,2021-01-01,21981.0
Cote d'Ivoire,2021-02-01,26495.0
Cote d'Ivoire,2021-03-01,31712.0
Cote d'Ivoire,2021-04-01,40254.0
Cote d'Ivoire,2021-05-01,45582.0
Cote d'Ivoire,2021-06-01,46758.0
Cote d'Ivoire,2021-07-01,47862.0
Croatia,2020-02-01,0.0
Croatia,2020-03-01,0.0
Croatia,2020-04-01,73.0
Croatia,2020-05-01,1421.0
Croatia,2020-06-01,2077.0
Croatia,2020-07-01,2155.0
Croatia,2020-08-01,4341.0
Croatia,2020-09-01,7735.0
Croatia,2020-10-01,15218.0
Croatia,2020-11-01,35039.0
Croatia,2020-12-01,108231.0
Croatia,2021-01-01,199820.0
Croatia,2021-02-01,224915.0
Croatia,2021-03-01,234635.0
Croatia,2021-04-01,255639.0
Croatia,2021-05-01,312823.0
